ReviewID,Content,Score,Thumbs up,Username
" 92137e55-dbd7-48cb-b102-4ecc5d977212,:"," I was unable to connect my 9 pro to my watch and I would like to be able to connect my watch and use it, but now the watch is stuck trying to pair using the health app and the app will not detect it. I hope they fix it.,",2,2, Bradley Alfaro
" 0ca83c6b-f934-4e5a-953a-6d397dca33a4,:"," One star is enough for this. My band is already connected with my mobile but it doesnt work properly. Connected with Mobile Bluetooth neither shows call notification nor messaging notification 😌,",1,0, Ami Kushal Surti
" 0c356385-b6a3-412e-8656-e9d8ec713885,:"," I cant uptade my band new version please fix it When I tap on update its not download And say download failed try again,",2,2, Abdul Majid
" 3f07fc8a-fe2f-4cd5-950b-a758f9459783,:"," Okay so the app is good overall but there is a major bug where in if I wanted to sync my album photos for my watch face then the app just ends up crashing and doesnt work at all no matter if I uninstall the app or logout or try some other processes too so please do fix it asap,",3,1, Samyak Bothra
" e512a7b3-5a4d-4a77-b909-b61249302521,:"," The app does not sync with Google sync...very irritating. Gives the error that the app is blocked by Google. Why cant app meet Google security standards? What kind of data and sensitive information that app is trying to steal? Its a shame that this synk is not working? Can anyone acknowledge this problem and if any action been taken,",2,16, Arvind Rajput
" 6a32cba4-33d5-430a-9b1f-f640418924d5,:"," Need more improvement watch faces are limited. customisation is also very limited. Only 5 watch faces could be saved and for new one you have to delete one the 5 that is very wrong thing. Please consider this.,",3,0, Anupam Awasthi
" 1b49a26f-d3a1-471a-a723-13b561a029c8,:"," Band disconnected automatically, I am not able to connect the app, No matter what I tried many times to connect but it didnt connect, dear OnePlus kindly fix this issue ASAP, And the app needs more improvements in future.,",1,1, kiran Kumar B
" 9c6075e5-05f8-4153-a4c1-049e5a97a552,:"," Overall app is good but the watch faces are so boring and the call funtion not working properly.. at the time of incoming call, call cut feature not working and there is no option for call silent or quick message.. This needs to be improve..,",4,0, Ankita Maithil
" 56d9964d-b389-4769-95b0-780093f93413,:"," The app is sluggish. Google fit has blocked this app from connecting with Google fit. This issue is there for quite some time now. Its surprise that still its not fixed. Have purchased this watch recently overall experience is average.,",3,21, Devendrasinh Zala
" 02330e80-d277-4ef9-a17c-a35a011d70c4,:"," I have purchased OnePlus smart watch and installed OnePlus Health app.  I am not able to link to google fit. Getting error as attached.  I donate my steps to impact app. Impact app will donate some amount to charities.  Impact app is sync with Google Fit and track my steps. I purchased this watch I dont want to carry my mobile while Jogging. Now this app is not full filling my needs. And small band company watches are also providing Google fit and apple health sync.  So I didnt expect OnePlus,",3,1, RAJA SEKHAR
" 6edf4bc2-6d8f-4ccd-a645-78201fe7ed1a,:"," Needs a lot of improvement. I am surprised that there is no feedback option in app.. One plus feels not requirerd. Anyways, heres some of my initial thoughts. 1) make bed with ios not sure why you dont want to extend operating on iphones 2) how do i track my meetings and calendar alerts, please think of current status we live in, calendar drives us and not other way 3) provide some options on smart watch to archive or delete too. 4) any assistant plans?,",2,5, Rakesh Murthy K G
" ce3adda1-5497-4bdb-b2ef-e0edc8570afd,:"," This is a terrible experience. I own a OnePlus 7 and downloaded the health app. It just wouldnt connect with my OnePlus band which I have just bought. Very disappointed. Tried everything that was suggested by the app. Even unistalled and reinstalled.,",1,2, Mukundhan Gounder
" 12a6ed24-5f72-44a7-841e-fca5d17c7bc2,:"," The second day the watch is not syncing with the phone properly. The steps shown in the band and the app are different. Changed another face yet its the same.,",2,1, Anand Ram
" 0ffd88ca-9510-4a6d-b223-a6cfc307709d,:"," I have the black one plus watch. Since a month and a half, its not being able to lock in to a GPS For workouts. My workout data is very inaccurate due to this. Thus only 1 star,",1,1, kunal gohrani
" 121a28bf-f6cf-4787-8451-05d461e04922,:"," Am disappointed in this watch (Midnight Edition) Wont connect to Google Fit, Wear OS, Facer, no Google Play Store access, so no additional 3rd party apps can be used. A Smartwatch now during these times should do almost as much in functions and features as your flagship phones. Im running an 8T 5G from T-Mobile. UPDATE Why would you limit a smart watch device access? UPDATE",2,13, Steven G Graham
" 044f6de6-2600-47b9-b203-9b6a1c50928d,:"," I have a OnePlus phone..bought a new oneplus band today..downloaded the app but after asking for email id and password it hangs..have been trying for hours but its not working..blank screen is coming and nothing after that..unfortunately I will have to return the band since without the app its of no use and app is not even opening on my phone,",1,4, Ankit Sharma
" 468f97c0-9b27-409c-ae00-6fe1da06ff11,:"," After update unable to see main app details like tracking and watch information,only in account Page showing, help me to go further,",3,0, Mohamed Riyas
" cfb0f5d3-9845-402c-9b20-2d9453532e29,:"," The App doesnt sync data with Google fit. It gives an error saying the app is trying to collect some sensitive data and hence its getting blocked. Please figure out an appropriate solution for this ASAP,",2,4, Daiveekram J
" 506cc747-e02a-414e-8329-ae763107a528,:"," Please update the App for OnePlus Band. Very Eagerly waiting to be updated... It has not updated since a long time It is only being updated for the OnePlus Watch. Has OnePlus forgetten about its OnePlus Band ?? Please update as soon as possible. Add more features like stress monitoring, more customised or customisable watch(Band) faces, More sports mode, etc... I hope OnePlus will do something. Rest all things are up to the mark, the issue is only with the updates for Band.,",4,0, atm _atm
" 3a5d6227-8605-4a34-bd66-f47e959a75d4,:"," Bought new 1+ Watch. Have updated 1+7pro phone. Not able to pair the watch with the Health app. Watch shows connected in Bluetooth app of the phone. Seems so some issue with App. Dont know now what to do with watch? Thinking of sending it back.... Hope one plus team resolves this.....,",1,1, aliakbar vora
" b00d2205-9f7e-4da3-b5ab-1708b6344238,:"," There is a lot of scope to introduce new and interactive type of watch faces. Current watch faces are good but not the best. Good data collection.,",4,0, Abhishek Shastri
" c54cea4f-1f5a-46d3-b781-c990265ef0ef,:"," Make this app sync with other apps like HealthifyMe and others of that type, Calorie Sync with Google Fit also EDIT1 - Please do something like automatic workout tracking, band would track Free Training or any other mode even if BPM is as low as Resting. EDIT 2 - Cant open update option, the app restarts on its own EDIT 4 - CANT CONNECT MY OPBAND TO APP..IDKY..IT DOESNT WORK ANYMORE,",2,4, Aryan !!
" be2299d2-66a3-42f8-b9ab-bca70b161262,:"," I wanted to connect my band with nord but i m unable to connect it from last 4 hours i m really getting a tough time .even the new update does not allow my band to connect with one plus nord Whats the problem behind it and when will i be able to connect my phone wit the band The app is completely usless as the glitch continue on the logging in page and then the app stops responding and it freezes plzzz fix the bug and give me an update for the login page plzzzz,",1,2, Himank Vyas
" 600cda62-a8e1-45ca-a513-dd01a891d6be,:"," Please solve some issues.- Apps like Google fit and my fitness pal connectivity not available. Synchronisation of Heart rate deta to google fit make the band more valuable. Syncing workout take more time. Only summary of Workout data available( per kilometer speed not available in running, walking and cycling),",3,0, naresh lamoria
" f7c8927f-4d68-4e85-9edf-9f6f2003006c,:"," ***Updated review #3 from a 3 to 3 and 1/2!! 12/24 hour time is mostly fixed. Weather, spO2, heart still iffy. Weather works after 3rd time of entering app like clockwork. So badly needs 3rd party app access to get this software up to par with how beautiful it looks. OnePlus has what it takes to do this and still play catch up, and thats okay, but time is literally running out b4 we give up and consider possibility of new pixel watch or even SAMSUNG🙄. Needs faster updates, even if small,",4,8, Rick Sadler
" e38172ef-f6c9-4786-b50a-a28e22563d5f,:"," The app is very good and does most of the jobs perfectly. One plus health surely helps you out in tracking your sports, sleep and steps etc easily. The watch is good and app supports it well too.,",4,4, Santosh Kumar
" 464227e1-3f82-4b42-a150-299185238d0f,:"," Its been 24hrs am using the watch and it keeps disconnecting. I think they either need to update their software of app or smart watch. Its pathetic to reset the watch everytime as after reset it loses all the data what activity we have done so far for the day.,",1,3, Bholajee Mishra
" 951f0297-16eb-4f73-b039-4ac541cf00bf,:"," Tracking activity is not upto the standard .During walking the watch doesnt track my bpm for a while .It is not accurate .Its disappointing from the one plus.Health app is average.Recently App had showed only 725 steps despite my band has tracked 8000 steps.We expect from one plus.,",2,0, Rahul Ranjan
" 1036ef0c-cfb8-481d-a49f-b3ac10402476,:"," The app has completely changed after the OS 13 update and Im no longer able to use the app. It just shows my OnePlus account details, and nothing at all about the watch. Please help!,",2,0, Pranay Gandhi
" db5ef5f3-9ab3-40ad-a8d4-339d463c8968,:"," Update After I gave permission to access location ALL THE TIME only then the pairing was successful. Once paired, pairing is not a pain. Earlier I granted only limited permission to access location.,",4,0, Shivam Srivastava
" be8ee1ed-f60d-4a36-8a72-d8119f4e411c,:"," app not working from last week in oneplus 9 pro,",1,1, Swapnil Sagvekar
" 6daa4ef8-5a70-4951-854a-4d3c03860dc5,:"," It is not working on OnePlus 11 5g (Oxygen 13),",1,0, Bilal Akgul
" ea957767-ea4d-4651-ba1c-623aea4f37a4,:"," Unable to pair for Google pixel 7pro,",1,0, ramana murthy
" fa40c97b-07c4-44de-8a09-100f05dc83b2,:"," Its not connected with one plus band,",2,0, Jagadeesh Gentela
" 94b233eb-4356-494d-bd29-c4378a5ad99a,:"," Is there an issue with the app as Ive not been able to get on the app.,",1,0, Michelle Renton
" 21bd9c36-2338-49e0-84a7-c76f78d0e31e,:"," It is not working in OnePlus 11R mobile,",1,0, SK SAMEER
" 909f1a21-fb51-42b6-aa66-9f52908168d2,:"," App not working on OnePlus 11,",1,0, Mohamed Reda Rohi
" 2d33b464-9bdb-49a7-a055-c587271fa053,:"," This app Still not working in my Oneplus 9pro😭😭😭,",1,0, Khaled Patwary
" 55c28036-9c6a-47c5-af5b-45aca92e019e,:"," If I want step back from account settings the app close itself... 😵\u200d💫,",1,1, Szabolcs BártfaiKiss
" a2e23cf4-b797-439c-b4c4-28522824c806,:"," Not working. App stuck,",1,0, Neil Dixon
" 4bb9f3eb-43bb-46b9-885b-1f00d62a5a81,:"," Cant even open app anymore..joke,",1,0, jsquelch
" 1da8c354-e43d-429f-ae02-0622d40cfdc7,:"," Cant open the app anymore,",1,0, Сергей Васильев
" 3d9c5892-43f9-45e6-9585-ae201c172f6e,:"," This to bring to your attention, I bought OnePlus health band yesterday, to connect it I downloaded OnePlus health app. But due to some unknown reason its not able to login, it goes till OnePlus Id confirmation after that nothing happened. Its like it got stuck on that. Tried so many times , still same. Kindly do the needful Thanks & Regards Aashutosh Krishna,",1,1, Aashutosh Krishna
" 607a9dde-415a-48dd-a783-6c9cbf01135a,:"," I am not happy with the GPS accuracy, after my evening walk Google fit shows 6kms, whereas Oneplus watch shows only 4.15kms. Moreover, I keep getting a pop-up notification before starting the activity saying, PLS UPDATE GPS INFO and the watch keeps asking to update GPS ephemeris info. I tried, but couldn\t do anything about it.,",2,11, Siddharth Singh
" 30ff0dfa-1caa-4f8c-a286-2129084cf54b,:"," There should time period option for AOD. There is no option to mute incoming call on phone that opt must be added. Call transfer randomly on watch while speaking on phone this is very annoying. There shold be raise to wake option on control center.,",2,1, Shivam More
" 10944686-4faf-4083-b226-9aa27e168c48,:"," 1.Stats are not syncing with the watch 2.no option to play music while working out 3.workout calories burned doesn\t get counted in overall daily goals 4. Lots of glitches. One word disappointed,",1,1, Manilal Vikmani
" 2a200528-b72a-475a-9521-1878053522fa,:"," Doesnt save settings. I set units to miles, it changes to km. I set it to not say anything while Im running, it talks all day. Lame app. Cant even choose other workouts like bicycling.,",1,2, Ric Flair
" e26b374e-dfa2-49ac-a0a1-e6740765577d,:"," Worst app ever seen .. OnePlus selling band and watch for higher amount and customer cannot use due to worst app. If you cant fix this issue why you people selling OnePlus watch ... I will give slipper shot to who are selling OnePlus watch in store. Whats wrong with you dumb people. The app sucks from more than 2 months but no one bothered about it... Need to take this consumer court since OnePlus looting customer money without providing service and cheating to customer.,",1,0, devendra v
" 513b3128-c167-42c7-bb0c-ec0297fb6cd5,:"," Kudos to continuos updates, it has been steadily improving and given time it will eventually compete with the best ones in market. Critical Suggestion Add a battery usage chart, so each user depending on his use can understand the charge cycle, further it will provide sense across consumers on what activities consumer more power and what less. No other app/band provides this but just like our mobile, battery usage and health in these devices also remains monitorable. Hoping more updates soon,",4,11, A I
" 43134123-e7a6-44e3-beea-f26d92624fbf,:"," I am facing a lot of issues in connection my one plus 8pro to my watch. I am Indian , living in China and bought the phone and watch from China only. I dont know what to do , already spent 3 days trying to connect. I did not expect such complication from One plus.,",2,0, Aditi Raikwar
" 773a232c-fa98-47ca-9306-1962a501c9b5,:"," After this new update whenever I play a song or any video on yt it does not visualises on the band it always shows not played and even if its not connected to the band it always shows its connected to the band..why is it getting worse after every update please fix this.,",2,10, Yajat Ahir
" e5d6576c-5b01-4a1d-9721-2b9a628cb9b2,:"," Doesnt work with Google Fit, though it claims it does. sign in link doesnt work. Poor implementation of reporting, so its more a cheap, pedestrian tracker, than for any useful analysis.,",2,2, Saraswathy Varior
" 3e4a3446-ccd6-46ac-bea0-3af9a5c02051,:"," Does not sync any data from my band . After reinstallation the app itself stopped working. Only a blank screen when trying to open the app. Did not expect this from such a big company,",2,3, Vishwakanth Reddy Thogaru
" b678f2d1-2b11-408e-a242-367ea6693c9c,:"," The new update doesnt let you fix anything or connect to OnePlus smartwatch Looking like 100 years old app,",1,1, Aris Mata
" 561b9704-0453-435c-adc0-9b0c348c2b86,:"," Useless band! Just does not reconnect after I left the phone for charging. Straight up refuses to connect. I have read many other same complaints, seems like OnePlus is incompetent to fix their issues.,",1,1, anwesh ramanujam
" 66f0d697-694f-43f3-8f38-4cf5aac24d69,:"," Rarely tracks gps when I do activities such as Outdoor cycling. I have given it permission in the settings to allow location access all the time. Have whitelisted the app to not to be killed, and even open it before starting ride but no luck. Using Realme Ui (Android 12) on Realme 8,",1,1, MD Zaid
" 1199534a-bade-4d2a-b088-a2b4bb942290,:"," Useless, does not connect with Google fit which must be basic feature for any fit band. Such a worthless purchase and waste of money. I truly believed in one plus giving customers a premium service but then it proved me wrong. The link to Google fit never loads god knows why!,",1,5, Neethu Singh
" 77b65746-3fa1-4f25-ac97-965bea8f3a1c,:"," Not any updates anymore. My Cobalt watch wont sync anymore. Tried Unpairing, Uninstalling, et al but now it just wont find the watch. 🙄 Please come with some updates and fix the impending bugs asap.,",3,1, Kunal Kothari
" 63ed8bed-2790-45de-95e5-270b5309d555,:"," Steps counting is not accurate, SpO2 tracking while sleeping is kept on but there is no analysis about same in Oneplus Health app. Notifications if viewed in phone then it should be automatically removed from watch. AOD should have schedule time or should switch off automatically once watch detects sleep.,",2,0, CA Darshil Raichura
" e00a839f-e36d-4a15-b0f0-f4e234f53b47,:"," battery is draining so fast . 100 to 70 in just 2 hours. is it software issue or band is defective kindly reply oneplus team. and also one more thing is that there is no battery percentage display on band .,",1,1, ashish ranjan
" c577bd3f-a426-40c6-823e-3c434b4def57,:"," Issue oberved with Bluetooth connection while attending a call on phone or Google meet. - Both headset and watch is connected to Other Device option in bluetooth section and so cannot attend the call on headset unless I disconnect the watch by taking the bluetooth settings.,",3,0, sreyas varier
" 25f546d2-f88a-48e6-94df-55ee08a6934f,:"," Not getting any notification even though it has been paired to mobile. Its been just 8 months with the smart watch. Worst experience ever. MI was far better.,",1,1, Alan charles
" 7d9235e6-3e8a-4913-a094-fd4a4c7cf7b0,:"," Now doesnt load so now have a smart watch that cant be smart. Please sort it out. Massive let down,",1,1, Shaun Yandell
" 57dbffcb-507c-4e89-8a42-50dcf9559905,:"," Im much disappointed with this app bcz it automatically disconnected and after its not connect easily I tried for so long to connect with watch but it doesnt. I tried everything ( reboot watch, shutdown and start again) but it doesnt connect,",1,1, Krishna Ahir
" 5de60503-e4ec-4e5b-b14f-779fafac625b,:"," Great app but does not sync with Google fit. I have Strava and Google fit but neither works with this app and although there is an option to link with Google fit, it does not connect. if this issue can be fixed then it would be 5 stars,",2,19, Virendra Kayarkar
" ba69fe6a-2712-49b4-ad40-f39136057db3,:"," New version 13 not working watch please help me,",1,0, Gulammoinuddin Ansari
" b5da6844-06e7-4a25-8b77-0c1fb4ee9901,:"," The weather app on the watch doesnt work properly. For some reason, the time doesnt show up in 12 hour format. GPS tracking during running is really off.,",3,0, Bhavik Patel
" bd1209c7-cd88-4378-86d2-b99b0cf752ee,:"," I am using OnePlus watch for morethan 2 years, I purchased this coz I m using OnePlus 8 phone. One plus Watch is simply very poor in its performance, I have samsung health in my phone, you cant compare itz accuracy with this watch / OnePlus health app. According to me, Its just a kid infront of samsung health and those who develop this app doesnt study the minimum requirement of a health app. I does not find any good opinion for this app and watch.,",1,0, Prasanth Balakrishnan
" 5dc9e43e-297a-4e57-9962-6579bc9eafdd,:"," Its not working in my OnePlus 9pro Device version 13 but my OnePlus watch is ok. So sad. I request you please update this app.,",1,1, Manzurul
" b79a0b08-259a-4d34-ad93-afd1b4608976,:"," This app stop working for long now . I am using 10Pro having updated to 11_C_22. Please resolve this issues at the earliest.,",1,0, Hakimuddin Ansari
" 7d8646df-df53-467a-b84a-535f88d46e21,:"," Give some useful update for user For example Direct reply From watch Give some update like samsung I can buy OnePlus 15k watch but it is not good then samsang 10k watch in feature . I hope you can do work on it and give some awesome update.,",1,1, Aghariya Mohammad Hussain
" 4b30649b-d4db-42c4-aab5-8c8da6d2612e,:"," Cant update the watch software in device update and the latest version is showing null why.,",1,0, Ronit Barua
" 445136b6-6db1-4039-8b0c-ad2e84602bb0,:"," Cant see the watch faces desgins in this app after updating it and also after updating the os 13.0.,",2,0, Sukhbir Singh
" f5b7fd57-0a9f-45ce-8a77-f9cb1701e3b6,:"," Latest update to android 13 makes my watch not receive notifications and health app is not working.makes my £150 watch useless welldone,",1,8, Ayden dalliday
" a4a2965d-edfd-46aa-9486-6958c006ae5f,:"," My watch is stuck on manage setting cant go to use after updated this app.,",1,3, Tashi Topden
" b2a85a6c-6b06-40a3-8d2b-8f9fd7ca99e0,:"," Not able to update my oneplus band with the latest updates, showing null in the latest update, kindly resolve,",3,4, Hiren Rathod
" d27fab9d-c267-47df-ae15-972795f04187,:"," The application is not opening. Im unable to use the oneplus watch,",1,1, Dhiren Vekaria
" 246d279b-5630-40cb-bdaf-5fc80d4592ba,:"," Oneplus health app is not working after updating Android 13 if I open the app OnePlus account is appearing it is really bad,",1,0, cheeti Ramakrishna rao
" 23980ed2-f7a6-4f19-af57-4d81f00b44c4,:"," Unusable since the last oxygen OS update. Stuck on account menu.,",1,0, John “Crystalboyzz” Dough
" bffd6320-7b68-4431-af5d-e1ac2ff1b3ed,:"," Please add a new watch faces in oneplus band and not new in the app and please fix a glitch in new update,",1,0, Harsh Bhadani
" a28835ee-b5a3-4fad-bf68-47bbf1eaeb63,:"," After updating to Android 13 , I am unable to connect my OnePlus band with this app,",2,0, Bhanu Pratap Singh
" 32658e2b-fef2-456b-9524-031ca78b7d3e,:"," The app no longer shows info about watch and watch related functions,",1,0, Rhino Navin
" 07602fec-3a58-4907-afb9-8cd9ee7fbb55,:"," After installation app doesnt work. I still not open. How can I set my OnePlus watch?,",1,0, Muhammad Anamul Hasan
" 177aabe7-bc18-49a0-8a5e-2dfad1345266,:"," The app dont work and is not letting me using the watch this is crazy.....,",2,0, JOAN GARCIA
" 9cfcd5f9-a84d-4d4c-85c4-12d2afcc4d39,:"," App is not working after installing,its not even opening I dont know what is the reason about that could anyone please help me out,",1,0, damisetti tanesh
" 73cc3bc9-957b-4cd5-9bdb-0db22e99b72f,:"," Im not even able to pair my watch to this app. Such a waste of money and time.,",1,0, Vinay Kumar
" 6a002ca7-2cf9-4319-8ff1-f677f6fb03b3,:"," App is not working at all. Only showing account information,",1,0, Yashpalsinh Boradhara
" d7bbdb3d-2252-4e0e-ae7c-d221ad2ed8db,:"," Does not work anymore, stuck on blackscreen.,",1,1, Aldwin Lagman
" a53b2984-b949-4637-b6e2-d6981e80454a,:"," Firmware update is not working for months now.,",1,0, Nimesh Jain
" 4e3b94ec-e1f0-4834-a8c7-f03cdf4a2ed3,:"," App is opening the account page only. All other functions are not available,",1,2, Bartek Chodkowski
" 8a239e33-2bf4-4c51-b67c-fbcab8b591c6,:"," Not working and the app not opening, what to do?? Dont know.. have download many app bt nt workng,",1,1, safaid ullah
" 0ce0952c-373f-4e97-b326-641953ab482c,:"," The app is permanently stuck and not working no step counts nothing.,",1,0, GAGAN BHATIA
" c2e54375-7ef2-4109-9a2f-84345d47297f,:"," Before it was good,I dont know what happened but when I tried find my phone in oneplus band,my phone factory reset itself... And thats a no no, lost everthing in my phone except some backups...now the app comes up with new watch faces...is that it...my whole month of health data is lost not to mention some phone data of more than 190gb,",1,1, Jaryne Sangma
" 006106f1-aa81-4324-a762-4241f7af721d,:"," Does the basics but the issues are glaring. There is no emoji support. All messages are automatically stacked together. Sports watch yes, communication device not so much. Please add accept option in call and reply button in messaging👍,",4,2, Neelam Takola
" 3629a9ee-495e-4d33-9986-7294a9972ff6,:"," Im using OnePlus Watch. Not able to adjusr and cropt the desired image as per the watch display, it just automatically crops itself, fix it. Overall the user experience of this Health is clean.,",3,0, Harish Nemade
" 4f72e693-33aa-4aa6-a749-d5ae8db98592,:"," The app looks clean. Just wanted to know whether we can connect any smart watch to the app or only oneplus watch? Step counter works fine. Looks good. Waiting for a final stable version with more features.,",4,20, Ashish Sinha
" b77b1066-1909-4aea-ae5a-7642538da71e,:"," Not satisfied with the app. I am using one plus 7t. The phone hangs if I try to change the watch face in it. And many functions are not accurate. Please work on it,",3,1, Raijada Investments
" 7a0e0c8f-536f-4408-9176-b24169c00b9d,:"," Problem in connecting watch to Samsung S20. I m not able to connect watch through the app. Everytime when the pairing screen appears and after I click then the pass key appears. After that it shows pairing failed. FED UP,",1,3, Naveen.M.Ramchandani
" b85f6c13-8c8e-4766-ad8e-9cd757bb15c0,:"," Very bad quality app. App does not work since 3 days. Im try all ways yo problem resolving but app does not work. Also customer support does not help me.,",1,1, Sachin Mali
" 3c6cb3ef-56ff-490f-844b-a7fb8349781d,:"," This app doesnt even work now my watch wont even function with out this app, what you want us to now , one plus? Waste of money🤦,",1,0, Tiana Marak
" eff0a16c-e5c7-4a78-928e-487208036211,:"," I am unable to pair my newly purchased band as the app doesnt open on my 1+ 9r . The app doesnt open after I click to confirm my account. It goes blank and doesnt pair with the band. Help !,",1,0, Saqib Qadri
" 40391fbe-8c8f-46d5-a2da-236dc2449876,:"," Application not open in one plus 10 r (model) Application install ready after only suffering on screen application not start,",1,0, Pratik Kubavat
" 27be8032-792a-456c-8fc7-a007b816ca75,:"," OnePlus watch could use some more updates. Its been really boring since launch and thats annoying. The app works pretty good but it misses the mark on features. Please dont just scrap this great watch!,",3,1, Jeffery Holderness
" ea4615cb-21df-4d8f-939a-ccd3047ffb7e,:"," I must say this very bad experience for the first time with one plus band 1. No music can be played from band 2. While cycling there is no display of km or distance 3. No gps can be tracked 4. Battery draining,",1,1, Rashmi Vashani
" 80e40b14-efa6-4d14-ba4a-dae9d250aab8,:"," Extremely poor experience. I just got my onplus watch today and I am not able to pair it with my phone (Oneplus 5) even though the watch is successfully connected to the phone. Without pairing, the watch is of no use to me!,",1,0, Deepansh Jain
" 0649d6ea-5534-4af4-bb51-4c7e119081c8,:"," As of Android 13 update, trying to open the app results in the OnePlus account screen overlaying OnePlus health. App is not connecting to the watch. Cannot get past the account screen.,",2,0, Raymond Carr
" 9eaa6784-9201-434f-a720-a311ccd33cf3,:"," I even cant download the app.. i bought one plus band for my one plus 6t.. but app didnt work so i used it in redmi ... Below average battery backup.. i used it for 3 days after full charge... After deactivate all main features it work only for 7,8 days.. Worst return policy of one plus.. they said that they can return the band... First time feel like being theft by one plus.. i used to be one plus fan but now i lost my trust on one plus brand.. return policy sucks 👎🏿😓,",1,8, Ankit Rajput
" b1d9549f-dfae-4bf6-8e8b-33f259c15265,:"," New update not working,",1,1, krishna
" 7ba90f96-1d76-4871-9fbe-35dbce0facbd,:"," My phone used to be supported for my one plus watch but after the app updated a few times my phone is no longer compatible with the watch wich sucks cause now theres absolutely no way for me to use it so thats $150 down the drain. I have an a71,",1,1, Asianroostro 77
" e3e67492-4cb8-4456-a3c4-4577c08cabc6,:"," Steps shown in band and in app data is different, there is 1000step more in app. Also, it need to be more user-friendly and easy to have a lookout on overall daily activities data. Hope these are addressed soon.,",3,0, Deepak Thakur
" 6033aa45-8084-4601-9f88-b388cab52e3a,:"," My app doesn\t load. After pop-up to choose account it goes to infinite loading screen with rotating circle. Doesn\t matter if i use VPN or not. Is it because I\m in China, or because I have health app installed (hey tap) ? How to fix it? Phone OnePlus 7T pro McLaren (hydrogen os, latest update),",1,4, Danya Zi (danyazi)
" 5bb7005c-f274-42fe-8db7-f78b415e31ad,:"," I bought OnePlus smart watch, notification not received, sometimes songs selected but still done button was not visible,then not able to add songs in OnePlus health app.When try to add it shows memory space exist please free up songs and try like that.Please resolve my issue asap.Issue was in realme 6,",1,0, Rajavel Periyasamy
" 4c6ac7b6-5790-49f5-b420-5da04ade427c,:"," Unable to use the app and smartwatch as no Android 12 compatibility. No one at customer care service has been of any help either. As of now the 17K watch is just a waste of money. Horrible experience with OnePlus.,",1,2, Rupa Bhattacharyya
" 1fec17a2-a582-44cf-98ac-243c6d7df0ec,:"," Guys i think you have forgotten that you are a tech company You have to look after your products Have some kind of regular updates to add more features Always on display faces of this watch are so limited Watch faces are so limited Forget tracking and other stuff A regular basic update should have been provided in every 6 months at least. But i think you dont care So Ill just throw my cobalt edition watch and switch to pixel or if nothing comes up with something way better.,",1,0, Ieshan Singh
" 4fafa94c-6800-411e-8973-f9da87172ddc,:"," Nothing happened on screen. Installed- opened - blank screen only. Tried with reinstalled but same result. Its happening since OS version 13 upgraded. Pls do needful.,",1,1, Sachin Bangar
" 238cf487-1501-44de-ad47-3db19e3524ec,:"," Was so excited about my all new One Plus watch, the excitement stopped the moment I tried to connect to my phone. Kept showing failed to connect. Tried with three different phones and had the same outcome. Really disappointed with OnePlus.,",1,3, Sophie Chai
" 4640f272-50d1-485f-9c58-42e691f19f0c,:"," Problem with app opening, I tried to many times to open this app.,",1,2, Asif Reja Mandal
" a4724ba3-d23d-4d4f-bf31-fa1450041707,:"," Earlier I reported with 1 Star cause of issue which i was facing. Later we founf that issue was related to Band itself and got replacement too. Amazing thing was Oneplus Health App Developer was constantly in touch with me to get all required details and trying to fix the issue. Thanks Frank for all your help.,",5,1, amit dongre
" b7b976a8-8dfa-47dc-b550-7feb72297783,:"," Sleep monitor is not working,",1,0, Pammy Arya
" 9b54e500-8740-40f1-9a81-52b471d49e77,:"," It is being two days and no response on mail sent. I am not able to open the app. I am getting message system is busy please try again later. Just today I received my OnePlus band which I ordered from OnePlus store. Kindly look into this issue. How I am going to use the watch ?,",1,0, Chaitanya Bhagat
" 8b454b56-c283-4916-85b3-fe5b34068838,:"," The watch itself is good but the fact that i cant connect it with the app is the problem. Infact Im not able to sign up into the app..,",1,0, Srishti Singh
" 74041887-e006-4ced-bb24-924dd00b2e45,:"," There is still google fit sync issue due to which I contacted the development team and informed them of the same but still no updates released. If you use MI band, you\ll be able to see that workout logs are also being exported to the google fit app which you can see in the Journel section of the fit app, but currently oneplus app does not exports it. I hope this improves in the coming future. A disappointed buyer/user of oneplus fitness band < battery life-2 days ( >,",1,9, Meet Vyas
" e1c2d507-e3ec-447a-b582-f87731eeb1c4,:"," Cant even review my oneplus watch tracking of heart rate, sleep tracking, pedometers useless app uninstalling and replacing the oneplus watch with an actual smartwatch Seems to potentially be caused by the update to Android 13 update on the oneplus 9pro. And now my watch wont even connect to my oneplus phone great. Last edit March 12th 2023 daytime savings hit now the watch is useless and will take the name Ive given as hammer fodder aptly.. Good bye oneplus Im done with this.,",1,3, Joshua Lopez
" 19f09c80-4b16-4c13-9b3c-b4a1f7deb8da,:"," The app doesnt work anymore. Cannot connect to watch. Gets disconnect again and again. Please fix the issue One plus.,",1,0, Kaustubh Pawar
" b57bec2d-a12c-49dd-b7d6-5e282b2fc314,:"," App is quite good.The only complain i have is my one plus watch show GPS emphermis info expired.My location is set to be allowed all the time all steps followed turned of battery optimisation.Locked the app.Allowed all permissions.Background and foreground activity auto launch sync Google fit but when I start outdoor walk it shows GPS emphermis info expired may cause slow location.Pls fix this issue one plus pls respond to this review.Dont ingore this.,",3,0, Ashay Chowdhury
